,skeleton_id,treenode_id,parent_node_id,confidence,x,y,z,radius,creator,last_edited,reviewers,tags
506,6195521,6196298,6196297,5,50191.7,70668.6,119350.0,-1.0,albert,2013-07-26 20:53:23+00:00,"['aref', 'akira']",[]
507,6195521,6196299,6196298,5,50320.9,70942.2,119400.0,-1.0,albert,2013-07-26 20:53:24+00:00,"['aref', 'akira']",[]
508,6195521,6195669,6195717,5,46730.5,65192.8,118350.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
509,6195521,6196300,6196299,5,50389.3,71147.4,119450.0,-1.0,albert,2013-07-26 20:53:25+00:00,"['aref', 'akira']",[]
510,6195521,6196301,6196300,5,50457.7,71352.6,119500.0,-1.0,albert,2013-07-26 20:53:25+00:00,"['aref', 'akira']",[]
511,6195521,6195676,6195612,5,49143.5,67545.0,118350.0,-1.0,albert,2013-07-26 20:49:13+00:00,"['aref', 'akira']",[]
512,6195521,6195678,6195676,5,49306.9,68039.0,118400.0,-1.0,albert,2013-07-26 20:49:15+00:00,"['aref', 'akira']",[]
513,6195521,6195680,6195678,5,49337.3,68244.2,118450.0,-1.0,albert,2013-07-26 20:49:16+00:00,"['aref', 'akira']",[]
514,6195521,6196341,6196301,5,50533.7,71554.0,119550.0,-1.0,albert,2013-07-26 20:53:39+00:00,"['aref', 'akira']",[]
515,6195521,6196344,6196341,5,50556.5,71683.2,119600.0,-1.0,albert,2013-07-26 20:53:39+00:00,"['aref', 'akira']",[]
516,6195521,6196345,6196344,5,50583.1,71711.7,119650.0,-1.0,albert,2013-07-26 20:53:43+00:00,"['aref', 'akira']",[]
517,6195521,6196346,6196345,5,50609.7,71740.2,119700.0,-1.0,albert,2013-07-26 20:53:43+00:00,"['aref', 'akira']",[]
518,6195521,6196347,6196346,5,50636.3,71768.7,119750.0,-1.0,albert,2013-07-26 20:53:43+00:00,"['aref', 'akira']",[]
519,6195521,6196348,6196347,5,50662.9,71797.2,119800.0,-1.0,albert,2013-07-26 20:53:43+00:00,"['aref', 'akira']",[]
520,6195521,6196349,6196348,5,50674.3,71846.6,119850.0,-1.0,albert,2013-07-26 20:53:44+00:00,"['aref', 'akira']",[]
521,6195521,6195719,6195806,5,46669.7,65211.8,118200.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
522,6195521,6195718,6195719,5,46639.3,65195.3,118250.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
523,6195521,6195717,6195718,5,46684.9,65194.1,118300.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
524,6195521,6196363,6196349,5,50678.1,71877.0,119900.0,-1.0,albert,2013-07-26 20:53:45+00:00,"['aref', 'akira']",[]
525,6195521,6196364,6196363,5,50681.9,71907.4,119950.0,-1.0,albert,2013-07-26 20:53:45+00:00,"['aref', 'akira']",[]
526,6195521,6195721,6195719,5,47171.3,65637.4,118200.0,-1.0,albert,2013-07-26 20:49:40+00:00,"['aref', 'akira']",[]
527,6195521,6196365,6196364,5,50697.1,71991.0,120000.0,-1.0,albert,2013-07-26 20:53:46+00:00,"['aref', 'akira']",[]
528,6195521,6196366,6196365,5,50712.3,72074.6,120050.0,-1.0,albert,2013-07-26 20:53:46+00:00,"['aref', 'akira']",[]
529,6195521,6195724,6195721,5,46973.7,66272.0,118200.0,-1.0,albert,2013-07-26 20:49:41+00:00,"['aref', 'akira']",[]
